Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2023-03-27,The Hunger Games,2012,https://boxd.it/42iQu9,,Yes,,2023-03-26
2023-03-29,The Hunger Games: Catching Fire,2013,https://boxd.it/42TmZF,4,Yes,,2023-03-28
2023-04-02,The Hunger Games: Mockingjay – Part 1,2014,https://boxd.it/43LvyB,,,,2023-04-01
2023-04-02,The Hunger Games: Mockingjay – Part 2,2015,https://boxd.it/43QHlf,,,,2023-04-01
2023-04-03,The Princess Diaries,2001,https://boxd.it/44dptV,2,Yes,,2023-04-02
2023-04-09,Murder Mystery 2,2023,https://boxd.it/45X4NB,3,,netflix,2023-04-08
2023-04-23,The Hating Game,2021,https://boxd.it/49IcoZ,2.5,,,2023-04-22
2023-04-26,Top Gun: Maverick,2022,https://boxd.it/4asHlf,4.5,Yes,prime video,2023-04-25
2023-04-30,Bullet Train,2022,https://boxd.it/4bvIEH,3,,,2023-04-29
2023-04-30,Catch Me If You Can,2002,https://boxd.it/4bvJ7p,5,Yes,,2023-04-29
2023-05-03,Ghosted,2023,https://boxd.it/4cguyf,,,apple tv,2023-05-02
2023-05-06,Moana,2016,https://boxd.it/4d9GpJ,5,Yes,disney+,2023-05-05
2023-05-06,Luca,2021,https://boxd.it/4d9GwP,5,Yes,disney+,2023-05-05
2023-05-06,Toy Story,1995,https://boxd.it/4d9H4n,,Yes,disney+,2023-05-05
2023-05-06,Toy Story 2,1999,https://boxd.it/4d9Hif,,Yes,disney+,2023-05-05
2023-05-06,Toy Story 3,2010,https://boxd.it/4d9HoR,,Yes,disney+,2023-05-05
2023-05-06,Toy Story 4,2019,https://boxd.it/4ddffv,,Yes,disney+,2023-05-05
2023-05-07,Top Gun: Maverick,2022,https://boxd.it/4drXy5,4.5,Yes,prime video,2023-05-06
2023-05-08,The Great Gatsby,2013,https://boxd.it/4dF2br,4,Yes,,2023-05-07
2023-05-10,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4emmcF,4.5,,"theater, amc riverside, laser",2023-05-09
2023-05-25,Air,2023,https://boxd.it/4hTCwp,4,,,2023-05-24
2023-06-13,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/4mZDSj,4.5,,,2023-06-12
2023-06-14,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4nft6B,4,,"theater, amc palisades, laser",2023-06-14
2023-06-21,Ed Sheeran: The Sum of It All,2023,https://boxd.it/4p38It,5,,"disney+, documentary",2023-06-20
2023-06-27,Midsommar,2019,https://boxd.it/4qKP6d,3,Yes,,2023-06-26
2023-06-30,Hereditary,2018,https://boxd.it/4rM1Q9,,Yes,"a24, theater",2023-06-30
2023-07-03,Sully,2016,https://boxd.it/4susC7,,,,2023-07-02
2023-07-18,Iron Man,2008,https://boxd.it/4xfh6z,4,Yes,disney+,2023-07-17
2023-07-23,Barbie,2023,https://boxd.it/4z7RBl,5,,"theater, amc palisades, laser",2023-07-23
2023-07-27,Neighbors,2014,https://boxd.it/4Azdln,2.5,,,2023-07-26
2023-07-30,Oppenheimer,2023,https://boxd.it/4C0fZR,5,,"theater, amc garden state plaza, laser",2023-07-30
2023-08-03,All Quiet on the Western Front,2022,https://boxd.it/4Drjfh,4,,netflix,2023-08-02
2023-08-13,Stan Lee,2023,https://boxd.it/4GwC0R,,,disney+,2023-08-12
2023-08-14,The Super Mario Bros. Movie,2023,https://boxd.it/4H6BZV,3.5,,peacock,2023-08-13
2023-08-15,Untold: Johnny Football,2023,https://boxd.it/4Hllk3,3.5,,"netflix, documentary",2023-08-14
2023-08-16,Bros,2022,https://boxd.it/4HEsKP,3.5,,,2023-08-15
2023-08-19,Race,2016,https://boxd.it/4IC9BT,3.5,,,2023-08-18
2023-08-20,Untold: Hall of Shame,2023,https://boxd.it/4ITRyt,3.5,,"netflix, documentary",2023-08-19
2023-08-20,"tick, tick... BOOM!",2021,https://boxd.it/4IXay9,5,Yes,netflix,2023-08-19
2023-08-20,Untold: Malice at the Palace,2021,https://boxd.it/4IYXg1,3.5,,"netflix, documentary",2023-08-19
2023-08-21,Non-Stop,2014,https://boxd.it/4JlCO3,3.5,,,2023-08-20
2023-08-22,Untold: Operation Flagrant Foul,2022,https://boxd.it/4JDMKB,,,"netflix, documentary",2023-08-21
2023-08-26,Rudy,1993,https://boxd.it/4KBu2B,4.5,,on a plane,2023-08-25
2023-08-27,John Wick,2014,https://boxd.it/4KVNMD,,,on a plane,2023-08-26
2023-09-03,The Dark Knight,2008,https://boxd.it/4NeUy5,,Yes,,2023-09-02
2023-09-05,Untold: Swamp Kings,2023,https://boxd.it/4NHQPz,3.5,,"netflix, documentary",2023-09-04
2023-09-05,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/4NKBcX,,Yes,max,2023-09-04
2023-09-06,Harry Potter and the Goblet of Fire,2005,https://boxd.it/4O1Nyv,,Yes,max,2023-09-05
2023-09-26,Untold: Jake Paul the Problem Child,2023,https://boxd.it/4THb63,3,,"netflix, documentary",2023-09-25
2023-09-26,The Machine,2023,https://boxd.it/4TMicn,2,,netflix,2023-09-25
2023-09-26,Escape Room,2019,https://boxd.it/4TOh0p,3,Yes,,2023-09-25
2023-10-02,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/4VKnC5,4.5,,netflix,2023-10-02
2023-10-07,The Wonderful Story of Henry Sugar,2023,https://boxd.it/4X4fzB,,,netflix,2023-10-06
2023-10-08,The Big Short,2015,https://boxd.it/4XBIOr,4,,,2023-10-07
2023-10-15,Mission: Impossible,1996,https://boxd.it/4ZJRi9,3.5,,,2023-10-13
2023-10-15,The Wolf of Wall Street,2013,https://boxd.it/4ZJS0v,5,Yes,,2023-10-13
2023-10-15,Strays,2023,https://boxd.it/4ZKWXX,3.5,,peacock,2023-10-14
2023-10-24,Captain America: The First Avenger,2011,https://boxd.it/52OZw1,4,Yes,disney+,2023-10-23
2023-10-24,Kelce,2023,https://boxd.it/52RR8L,4,Yes,"prime video, documentary",2023-10-23
2023-10-27,Hubie Halloween,2020,https://boxd.it/53L9D3,4,,netflix,2023-10-26
2023-10-29,Sydney White,2007,https://boxd.it/54tdWh,2.5,,,2023-10-28
2023-11-01,Pain Hustlers,2023,https://boxd.it/55JevR,4,,netflix,2023-10-31
2023-11-02,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/5651Gh,4,Yes,max,2023-11-01
2023-11-03,It Ain't Over,2023,https://boxd.it/56jTAZ,4,,"netflix, documentary",2023-11-02
2023-11-04,The Holdovers,2023,https://boxd.it/56HIyB,5,,"theater, with kaitlyn, with steve, with connie",2023-11-03
2023-11-05,You Are So Not Invited to My Bat Mitzvah,2023,https://boxd.it/56VR6J,2.5,,netflix,2023-11-04
2023-11-09,Office Space,1999,https://boxd.it/58iQzZ,3.5,,,2023-11-08
2023-11-10,Now You See Me,2013,https://boxd.it/58zNnZ,3.5,,,2023-11-09
2023-11-14,Our Idiot Brother,2011,https://boxd.it/59WQuJ,3,,,2023-11-13
2023-11-17,Downsizing,2017,https://boxd.it/5aLxEd,2.5,,,2023-11-16
2023-11-20,Love Actually,2003,https://boxd.it/5bN32h,,,,2023-11-19
2023-11-22,Pitch Perfect 2,2015,https://boxd.it/5ctEXj,2.5,,with RG,2023-11-21
2023-11-27,CODA,2021,https://boxd.it/5e9VMv,5,,"with mom, apple tv",2023-11-26
2023-11-28,Holidate,2020,https://boxd.it/5ewpWJ,2.5,,netflix,2023-11-27
2023-11-29,No Hard Feelings,2023,https://boxd.it/5eOy35,3.5,,netflix,2023-11-28
2023-11-29,First Man,2018,https://boxd.it/5eVmJR,4.5,Yes,fxnow,2023-11-28
2023-11-30,Dream Scenario,2023,https://boxd.it/5fgGPx,4.5,,"theater, with steve, a24",2023-11-29
2023-11-30,Catch Me If You Can,2002,https://boxd.it/5fgH5P,5,Yes,,2023-11-29
2023-12-03,Elf,2003,https://boxd.it/5fYOYF,5,Yes,max,2023-12-01
2023-12-08,Dazed and Confused,1993,https://boxd.it/5hPW3H,4.5,,,2023-12-07
2023-12-08,The Big Lebowski,1998,https://boxd.it/5hSDLr,2,,,2023-12-07
2023-12-09,The Saint of Second Chances,2023,https://boxd.it/5i7d0T,3,,"netflix, documentary",2023-12-08
2023-12-09,Arrival,2016,https://boxd.it/5i9xDl,3,,,2023-12-08
2023-12-10,Old Dads,2023,https://boxd.it/5ilhuh,3.5,,netflix,2023-12-09
2023-12-10,Hidden Figures,2016,https://boxd.it/5iydJX,4.5,,disney+,2023-12-09
2023-12-10,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/5izmMX,4.5,Yes,Netflix,2023-12-09
2023-12-13,Remember the Titans,2000,https://boxd.it/5jAh6X,4,Yes,disney+,2023-12-12
2023-12-13,Home Alone,1990,https://boxd.it/5jBu1t,4,Yes,Disney+,2023-12-12
2023-12-21,The Christmas Chronicles,2018,https://boxd.it/5mDSpP,2.5,,netflix,2023-12-20
2023-12-23,Barbie,2023,https://boxd.it/5nggrh,5,Yes,"max, with Kaitlyn",2023-12-22
2023-12-25,The Polar Express,2004,https://boxd.it/5o9tAL,2,,,2023-12-24
2023-12-26,Tetris,2023,https://boxd.it/5oDRL9,4,,"apple tv, with mom",2023-12-25
2023-12-29,Reptile,2023,https://boxd.it/5qAdET,3.5,,"with kaitlyn, with kaitlyn's fam, netflix",2023-12-28
2024-01-03,Anyone But You,2023,https://boxd.it/5tN6qN,4,,"theater, with kaitlyn, amc lincoln square, laser",2024-01-02
2024-01-05,Saltburn,2023,https://boxd.it/5uWJ0L,3,,prime video,2024-01-04
2024-01-07,The Longest Ride,2015,https://boxd.it/5w4ydp,3,,"max, with kaitlyn",2024-01-05
2024-01-08,The Little Mermaid,2023,https://boxd.it/5wMue7,2.5,,disney+,2024-01-07
2024-01-11,Godzilla Minus One,2023,https://boxd.it/5ywNOp,5,,"theater, with steve, amc 34th st",2024-01-09
2024-01-12,Now You See Me 2,2016,https://boxd.it/5zjPsj,3.5,,max,2024-01-11
2024-01-17,Oppenheimer,2023,https://boxd.it/5CbfFH,5,Yes,"imax 70mm, theater, amc lincoln square, imax, rerelease",2024-01-16
2024-01-18,Poison,2023,https://boxd.it/5CrENN,3.5,,netflix,2024-01-17
2024-01-20,Facing Nolan,2022,https://boxd.it/5DxEbv,3.5,,"netflix, documentary",2024-01-19
2024-01-20,Burnt,2015,https://boxd.it/5DxLTf,3.5,,netflix,2024-01-19
2024-01-23,Armstrong,2019,https://boxd.it/5F4hQP,3,,"documentary, peacock",2024-01-22
2024-01-23,The Rat Catcher,2023,https://boxd.it/5F54hp,1.5,,netflix,2024-01-22
2024-01-28,Killers of the Flower Moon,2023,https://boxd.it/5HCFLb,4,,"with mom, apple tv",2024-01-27
2024-01-29,Loki,2021,https://boxd.it/5HRx2H,4,Yes,"disney+, with mom",2024-01-27
2024-01-29,Dumb Money,2023,https://boxd.it/5HVti5,3.5,,netflix,2024-01-28
2024-01-30,The Menu,2022,https://boxd.it/5IH14Z,4,,Hulu,2024-01-29
2024-02-02,The Hill,2023,https://boxd.it/5JREP5,2,,hulu,2024-02-01
2024-02-03,John Wick,2014,https://boxd.it/5KewRD,4,Yes,netflix,2024-02-02
2024-02-03,Blazing Saddles,1974,https://boxd.it/5KskVL,3,,"max, with mom, franks list of must watches",2024-02-02
2024-02-04,Serving Sara,2002,https://boxd.it/5KTBej,2,,"cable, with mom",2024-02-03
2024-02-05,Maestro,2023,https://boxd.it/5Lbr5R,4.5,,"netflix, with mom",2024-02-03
2024-02-05,Baywatch,2017,https://boxd.it/5LuhmB,2.5,,prime video,2024-02-04
2024-02-12,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/5OmvbD,5,Yes,"netflix, with Dante",2024-02-10
2024-02-12,She's the Man,2006,https://boxd.it/5OpRKB,3.5,,"netflix, with kaitlyn",2024-02-11
2024-02-16,The Wedding Planner,2001,https://boxd.it/5Q0ZhF,2,,"with kaitlyn, fell asleep, hulu",2024-02-14
2024-02-18,Piranha 3D,2010,https://boxd.it/5Rl8IJ,1.5,,"fell asleep, with rg",2024-02-17
2024-02-19,She's All That,1999,https://boxd.it/5RTqHn,2.5,,"netflix, with kaitlyn, kaitlyn slept",2024-02-18
2024-02-26,Doc & Darryl,2016,https://boxd.it/5UMR6h,4,,"hulu, 30 for 30, documentary",2024-02-25
2024-02-28,Tenet,2020,https://boxd.it/5VZqmn,4,Yes,"theater, imax 70mm, with steve, amc lincoln square, imax",2024-02-27
2024-03-01,Bob Marley: One Love,2024,https://boxd.it/5WJIJL,2.5,,"theater, amc 34th st, laser",2024-02-29
2024-03-03,Once Upon a Time in Queens,2021,https://boxd.it/5XCv7f,5,,"hulu, 30 for 30, documentary",2024-03-02
2024-03-06,Madame Web,2024,https://boxd.it/5Zg2Sb,1.5,,"theater, amc 34th st",2024-03-05
2024-03-09,Wonka,2023,https://boxd.it/60uSHh,3,,max,2024-03-08
2024-03-10,Poor Things,2023,https://boxd.it/60YwvX,4,,"theater, amc lincoln square, laser",2024-03-09
2024-03-13,Mean Girls,2024,https://boxd.it/62vYUr,3,,"paramount+, with kaitlyn",2024-03-12
2024-03-20,The Upside,2017,https://boxd.it/65yntr,4.5,,"hulu, with kaitlyn, kaitlyn fell asleep",2024-03-18
2024-03-20,Dune,2021,https://boxd.it/65NLXb,4,,"max, with kaitlyn, kaitlyn fell asleep",2024-03-19
2024-03-21,Dune: Part Two,2024,https://boxd.it/66drO1,5,,"theater, imax 70mm, amc lincoln square, imax, rerelease",2024-03-20
2024-03-23,Paint,2023,https://boxd.it/66Ljtn,,,"hulu, did not finish",2024-03-22
2024-03-23,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/677nsH,3,,"on a plane, with kaitlyn, did not finish, fell asleep, kaitlyn fell asleep, jfk --> dub",2024-03-23
2024-03-27,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/68Krgx,,Yes,"netflix, ireland, with kaitlyn, took two tries, fell asleep, kaitlyn fell asleep",2024-03-26
2024-04-01,Ferrari,2023,https://boxd.it/6b4xAV,4,,"on a plane, Delta, DUB --> JFK",2024-03-30
2024-04-01,Avengers: Infinity War,2018,https://boxd.it/6b4B9p,5,Yes,"on a plane, delta, dub --> jfk, fell asleep",2024-03-30
2024-04-01,Top Gun: Maverick,2022,https://boxd.it/6b4E3T,5,Yes,"on a plane, delta, dub --> jfk",2024-03-30
2024-04-07,Ghostbusters: Frozen Empire,2024,https://boxd.it/6dY9Bv,2.5,,"theater, amc 19th st, laser",2024-04-06
2024-04-10,Godzilla × Kong: The New Empire,2024,https://boxd.it/6ftd6x,3.5,,"theater, amc 19th st, with steve, 3d",2024-04-09
2024-04-11,Kung Fu Panda 4,2024,https://boxd.it/6fOfWx,2,,"with kaitlyn, theater, amc 34th st",2024-04-10
2024-04-15,The SpongeBob SquarePants Movie,2004,https://boxd.it/6hbCsb,,Yes,"with kaitlyn, max, background movie",2024-04-14
2024-04-15,Stuck in Love,2012,https://boxd.it/6hdwDB,4,,"prime video, with kaitlyn",2024-04-14
2024-04-15,Civil War,2024,https://boxd.it/6hkm4F,4,,"theater, amc 34th st, imax",2024-04-14
2024-04-16,The Perks of Being a Wallflower,2012,https://boxd.it/6hEdaz,5,,"prime video, with kaitlyn, kaitlyns reccomendation, cried",2024-04-14
2024-04-18,A Rainy Day in New York,2019,https://boxd.it/6ixwHx,3,,prime video,2024-04-17
2024-04-22,Monkey Man,2024,https://boxd.it/6k4WxD,3.5,,"theater, amc 34th st, laser",2024-04-21
2024-04-23,Ocean's Twelve,2004,https://boxd.it/6kyqfd,4,,"hulu, kaitlyn joined mid way through, kaitlyn fell asleep, with kaitlyn",2024-04-22
2024-04-25,The King of Staten Island,2020,https://boxd.it/6lgn1b,4,,peacock,2024-04-24
2024-04-29,Challengers,2024,https://boxd.it/6mE5yj,5,,"theater, amc lincoln square, with kaitlyn, dolby",2024-04-27
2024-05-05,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/6pdRH7,3,,"theater, amc riverside, 25th anniversary re-release, with rg, with chyna, with cedar, with seb, rerelease, laser",2024-05-03
2024-05-06,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/6pJYHH,3,,"farringtons basement, disney+, with farrington, with will, with cedar, with seb, with matt allen, with andy, with liam, with chyna, with rg",2024-05-04
2024-05-06,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/6pN9tn,4.5,,"disney+, phone watch",2024-05-05
2024-05-07,The Avengers,2012,https://boxd.it/6qpXWF,5,Yes,"disney+, background movie",2024-05-06
2024-05-11,Fernando Nation,2010,https://boxd.it/6rXkNr,2.5,,"hulu, on nj transit, 30 for 30, documentary, phone watch",2024-05-10
2024-05-13,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/6syUSr,5,Yes,"netflix, comedy special, fell asleep",2024-05-12
2024-05-13,"history of the entire world, i guess",2017,https://boxd.it/6sBKqD,5,,"youtube, this shouldnt be loggable on letterboxd",2024-05-12
2024-05-14,Mother of the Bride,2024,https://boxd.it/6t4cxt,1,,"netflix, background movie, phone watch",2024-05-13
2024-05-14,Unfrosted,2024,https://boxd.it/6t6fUJ,2.5,,"netflix, background movie, phone watch",2024-05-13
2024-05-14,Priscilla,2023,https://boxd.it/6terEf,4,,"max, background movie, a24, phone watch",2024-05-13
2024-05-14,Pixels,2010,https://boxd.it/6tf38r,5,,"youtube, this shouldnt be loggable on letterboxd",2024-05-13
2024-05-16,The Idea of You,2024,https://boxd.it/6tYqD3,3.5,,prime video,2024-05-15
2024-05-17,Kingdom of the Planet of the Apes,2024,https://boxd.it/6ujEUf,4.5,,"theater, amc 34th st, imax, With Danny",2024-05-16
2024-05-18,Yesterday,2019,https://boxd.it/6utYbf,3,,"netflix, background movie, phone watch",2024-05-17
2024-05-18,BlackBerry,2023,https://boxd.it/6uxYxN,4,,"hulu, background movie, phone watch",2024-05-17
2024-05-19,Crazy Rich Asians,2018,https://boxd.it/6v712t,5,Yes,"max, with kaitlyn, kaitlyns pick",2024-05-18
2024-05-21,Upgraded,2024,https://boxd.it/6vNEvN,3,,"prime video, background movie, figma, phone watch",2024-05-20
2024-05-21,Brooklyn,2015,https://boxd.it/6vQWOz,4,,"max, background movie, phone watch",2024-05-20
2024-05-23,Uncut Gems,2019,https://boxd.it/6wK0z9,5,Yes,"theater, amc 34th st, imax, a24, rerelease",2024-05-22
2024-05-28,Argylle,2024,https://boxd.it/6yHbGx,2,,apple tv,2024-05-27
2024-06-01,Atlas,2024,https://boxd.it/6AjIyB,1.5,,"background movie, netflix, phone watch",2024-05-31
2024-06-01,"MoviePass, MovieCrash",2024,https://boxd.it/6AlSiH,4,,"max, background movie, figma, phone watch, documentary",2024-05-31
2024-06-01,Furiosa: A Mad Max Saga,2024,https://boxd.it/6AycSf,4.5,,"theater, amc lincoln square, with steve, imax",2024-05-31
2024-06-02,Mad Max: Fury Road,2015,https://boxd.it/6AXXrZ,4.5,,"max, phone watch",2024-06-01
2024-06-03,The Fall Guy,2024,https://boxd.it/6BnzjJ,4,,"theater, amc 34th st, laser",2024-06-02
2024-06-10,The Nanny Diaries,2007,https://boxd.it/6EaCmn,3.5,,prime video,2024-06-09
2024-06-11,Everybody Wants Some!!,2016,https://boxd.it/6EEfbV,4,,prime video,2024-06-10
2024-06-13,Lost in Translation,2003,https://boxd.it/6ForFb,4.5,,"max, AX team movie choice",2024-06-12
2024-06-15,Animal House,1978,https://boxd.it/6G45pJ,5,,netflix,2024-06-14
2024-06-16,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/6Ghar7,5,Yes,"netflix, listened not watched",2024-06-14
2024-06-16,Fargo,1996,https://boxd.it/6GuW5T,3,,"max, franks list of must watches",2024-06-15
2024-06-17,Mad Max,1979,https://boxd.it/6GYhrf,,,"peacock, fell asleep",2024-06-16
2024-06-19,Inside Out,2015,https://boxd.it/6HyuHx,5,,"disney+, with kaitlyn, kaitlyn cried, i got teary eyed",2024-06-17
2024-06-21,Inside Out 2,2024,https://boxd.it/6IoQ6x,5,,"theater, with kaitlyn, amc lincoln square, imax, kaitlyn cried, i got teary eyed",2024-06-20
2024-06-25,The Boys in the Boat,2023,https://boxd.it/6JXXU9,3,,"on a plane, ORD --> EWR, united, fell asleep",2024-06-24
2024-07-01,Wanderlust,2012,https://boxd.it/6MkKcH,,,"farringtons basement, netflix, fell asleep, did not finish",2024-06-30
2024-07-05,A Quiet Place: Day One,2024,https://boxd.it/6NRM5j,2.5,,"amc 19th st, theater, with kaitlyn, laser",2024-07-04
2024-07-08,Kinds of Kindness,2024,https://boxd.it/6PmtkF,4,,"theater, amc lincoln square, laser",2024-07-07
2024-07-09,Leave the World Behind,2023,https://boxd.it/6PXK5h,3.5,,"netflix, on a plane, phone watch, ord --> ewr, ord, took three tries, home, airport",2024-07-08
2024-07-13,13 Going on 30,2004,https://boxd.it/6RplhH,3,,"prime video, max's apartment, nashville, background movie",2024-07-12
2024-07-13,Snowed Inn Christmas,2017,https://boxd.it/6RsTxb,2.5,,"prime video, background movie, max's apartment, nashville, christmas movie",2024-07-12
2024-07-14,Get a Job,2016,https://boxd.it/6RPJPl,2,,"prime video, max's apartment, nashville, background movie",2024-07-12
2024-07-27,American Sniper,2014,https://boxd.it/6Y4FrX,5,,"on a plane, phone watch, max, downloaded movie, mia --> jfk, cried",2024-07-26
2024-07-29,Paris 2024 Olympic Opening Ceremony,2024,https://boxd.it/6Z07QF,,,"peacock, probably only watched half but am logging anyway",2024-07-28
2024-08-02,Twisters,2024,https://boxd.it/70HJ2D,3.5,,"amc 19th st, theater, with kaitlyn, laser",2024-08-01
2024-08-09,Star Wars,1977,https://boxd.it/73H94F,4,,"disney+, phone watch, on a plane, JFK --> SEA",2024-08-08
2024-08-11,Longlegs,2024,https://boxd.it/74F88r,3,,"theater, with wilson, with wilsons roommate, amc alderwood mall, seattle, laser",2024-08-10
2024-08-17,Alien: Romulus,2024,https://boxd.it/774BGl,4,,"theater, amc lincoln square, with steve, imax, opening night",2024-08-16
2024-08-19,Barbie,2023,https://boxd.it/78niTd,5,Yes,"max, background movie, with kaitlyn, with kevin, with Lily",2024-08-17
2024-08-20,Deadpool & Wolverine,2024,https://boxd.it/78SNvD,4,,"theater, amc 34th st, with dante, laser",2024-08-19
2024-08-29,Everything Everywhere All at Once,2022,https://boxd.it/7cXNrR,5,Yes,"theater, imax, amc 34th st, with steve, a24, rerelease",2024-08-28
2024-08-31,The Instigators,2024,https://boxd.it/7dw4f7,2,,"apple tv, with mom, probably only watched half but am logging anyway",2024-08-30
2024-09-10,Back to the Future,1985,https://boxd.it/7ipJMn,5,Yes,"netflix, phone watch, Putting a movie on my phone helps me with not using it and being less distracted",2024-09-09
2024-09-17,Speak No Evil,2024,https://boxd.it/7lDM5B,4,,"theater, with kaitlyn, amc 34th st, laser",2024-09-16
2024-09-18,Blink Twice,2024,https://boxd.it/7m1pMb,4,,"theater, amc 34th st, with dante, with justin, laser",2024-09-17
2024-09-28,Megalopolis,2024,https://boxd.it/7qjK8t,,,"theater, amc lincoln square, imax, fell asleep, is this a movie?, with steve",2024-09-28
2024-10-08,Hubie Halloween,2020,https://boxd.it/7vaiMn,5,Yes,"netflix, halloween 2024",2024-10-07
2024-10-13,Oppenheimer,2023,https://boxd.it/7x4fCv,5,Yes,"prime video, took two tries",2024-10-12
2024-10-13,Untold: Sign Stealer,2024,https://boxd.it/7x5DLN,3,,"netflix, documentary",2024-10-12
2024-10-17,Anora,2024,https://boxd.it/7zyLnZ,5,,"theater, lincoln center, walter reade theater, 35mm, with steve, with connie, q&a, with cast and director, early screening",2024-10-16
2024-10-20,Scary Movie,2000,https://boxd.it/7ADwOv,2.5,,"paramount+, with kaitlyn, halloween 2024",2024-10-18
2024-10-26,Will & Harper,2024,https://boxd.it/7E46j3,4,,"netflix, with mom, documentary",2024-10-25
2024-10-27,Saturday Night,2024,https://boxd.it/7Ev6dX,4,,"theater, amc palisades, with mom, with dad, laser",2024-10-26
2024-11-02,Trap,2024,https://boxd.it/7Hzvrb,3.5,,max,2024-11-01
