Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-11-07,A Real Pain,2024,https://boxd.it/7Kpvj9,5,,"theater, amc lincoln square, with dante, with justin, flick saw this review first",2024-11-05
2024-11-13,We Live in Time,2024,https://boxd.it/7NuxCz,4.5,,"theater, amc 34th st, with kaitlyn, cried, kaitlyn sobbed, flick saw this review first, a24, laser",2024-11-12
2024-11-17,My Old Ass,2024,https://boxd.it/7P23Gj,3,,"prime video, with justin",2024-11-16
2024-11-19,A Family Affair,2024,https://boxd.it/7QwAoV,3,,"netflix, with kaitlyn, christmas movie, christmas 2024",2024-11-18
2024-11-29,Moana 2,2024,https://boxd.it/7V9wpz,3,,"theater, amc 34th st, with kaitlyn, opening night",2024-11-26
2024-12-02,Afraid,2024,https://boxd.it/7WMnfH,2,,"netflix, farringtons basement, with rg, with will, with farrington, with cedar, with matt allen, with seb, fell asleep",2024-11-30
2024-12-02,Focus,2015,https://boxd.it/7WTjun,3.5,,netflix,2024-12-01
2024-12-10,Interstellar,2014,https://boxd.it/813ShT,5,Yes,"theater, amc lincoln square, imax 70mm, imax, with steve, front row, cried, rerelease",2024-12-09
2024-12-11,Home Alone,1990,https://boxd.it/81jd6H,5,Yes,"disney+, fell asleep, christmas 2024, christmas movie",2024-12-10
2024-12-12,Elf,2003,https://boxd.it/81GnQB,5,Yes,"hulu, office watch, christmas 2024",2024-12-11
2024-12-12,Fly Me to the Moon,2024,https://boxd.it/81WeRH,3.5,,apple tv,2024-12-11
2024-12-15,Requiem for the Big East,2014,https://boxd.it/838RJv,4,,"espn +, documentary",2024-12-14
2024-12-16,Interstellar,2014,https://boxd.it/83VGCB,5,Yes,"theater, amc lincoln square, imax 70mm, imax, with justin, cried, rerelease",2024-12-15
2024-12-16,Conclave,2024,https://boxd.it/844cpP,4,,peacock,2024-12-15
2024-12-17,Elf,2003,https://boxd.it/84DkbV,5,Yes,"disney+, with kaitlyn, christmas 2024, christmas movie",2024-12-16
2024-12-18,Carry-On,2024,https://boxd.it/85awMZ,3.5,,"netflix, christmas 2024, christmas movie",2024-12-17
2024-12-21,The Brutalist,2024,https://boxd.it/86Swuj,5,,"theater, amc lincoln square, 70mm, with steve, a24",2024-12-20
2024-12-24,The Holdovers,2023,https://boxd.it/88oNtZ,5,Yes,"prime video, fell asleep, with mom, christmas 2024",2024-12-22
2024-12-24,Red One,2024,https://boxd.it/88tXbB,2,,"prime video, phone watch, christmas 2024, christmas movie",2024-12-23
2024-12-24,Die Hard,1988,https://boxd.it/88QPiF,4,,"prime video, with mom, with dad, christmas 2024, christmas movie",2024-12-23
2024-12-27,A Complete Unknown,2024,https://boxd.it/8bmunh,4.5,,"theater, amc garden state plaza, with dad, laser",2024-12-26
2024-12-31,Caddo Lake,2024,https://boxd.it/8f6dV1,3,,"max, with kaitlyn, with kevin, with lily, with angela (for half the movie)",2024-12-30
2025-01-03,Hit Man,2023,https://boxd.it/8hC4xB,4,,netflix,2025-01-02
2025-01-07,Se7en,1995,https://boxd.it/8lxLPT,5,,"theater, imax, amc 34th st, with steve, rerelease",2025-01-05
2025-01-08,Babygirl,2024,https://boxd.it/8n07bB,3,,"theater, amc 34th st, with dante, with justin, laser, a24",2025-01-07
2025-01-11,The Substance,2024,https://boxd.it/8q6fk1,3,,"prime video, $5.99, with kaitlyn",2025-01-10
2025-01-12,Mission: Impossible II,2000,https://boxd.it/8r9uBh,2,,"paramount+, took a nap mid way through",2025-01-11
2025-01-13,Better Man,2024,https://boxd.it/8rZidB,4,,"theater, with steve, q&a, amc lincoln square, cried, matinee, robbie williams, laser",2025-01-12
2025-01-13,Wicked,2024,https://boxd.it/8sq5mT,3.5,,"prime video, $19.99, with kaitlyn",2025-01-12
2025-01-13,The Lizzie McGuire Movie,2003,https://boxd.it/8sq7Zj,5,Yes,"disney+, with kaitlyn, background movie",2025-01-12
2025-01-18,It's What's Inside,2024,https://boxd.it/8vLBoV,3.5,,"netflix, background movie",2025-01-17
2025-01-18,Untold: The Murder of Air McNair,2024,https://boxd.it/8vUPaL,1,,"netflix, background movie, documentary, phone watch",2025-01-17
2025-01-19,Wolf Man,2025,https://boxd.it/8x3zhj,2.5,,"theater, amc 34th st, imax, with dante, with steve, with marissa, ktp reunion",2025-01-18
2025-01-21,Untold: Crime & Penalties,2021,https://boxd.it/8ygf61,2,,"netflix, documentary, background movie",2025-01-20
2025-01-22,Nickel Boys,2024,https://boxd.it/8zlQZB,4,,"theater, amc lincoln square, laser",2025-01-21
2025-01-23,Talk to Me,2022,https://boxd.it/8A28Kt,4,,"theater, amc lincoln square, imax, a24, rerelease, with steve",2025-01-22
2025-01-24,A Lien,2023,https://boxd.it/8AMyTX,3.5,,"phone watch, vimeo, short film, oscar noms 2025",2025-01-23
2025-01-25,I'm Not a Robot,2023,https://boxd.it/8B8cl9,3,,"youtube, short film, oscar noms 2025, dutch",2025-01-24
2025-01-26,A Different Man,2024,https://boxd.it/8Cnly1,4,,"max, phone watch, oscar noms 2025, with kaitlyn (adjacent), a24",2025-01-25
2025-02-01,Untold: Hope Solo vs. U.S. Soccer,2024,https://boxd.it/8GrFpx,3,,"netflix, documentary, phone watch, background movie",2025-01-31
2025-02-02,Shelter,2016,https://boxd.it/8HA1lH,0.5,,"youtube, will and Farrys apartment, with will, with farrington, short film, anime",2025-02-01
2025-02-02,Don't Hug Me I'm Scared,2011,https://boxd.it/8HA41v,1.5,,"youtube, will and farrys apartment, with will, with farrington, short film",2025-02-01
2025-02-04,Mulholland Drive,2001,https://boxd.it/8IT7vl,5,,"theater, ifc center, rerelease, with steve, with connie, flick saw this review first",2025-02-02
2025-02-13,When Harry Met Sally...,1989,https://boxd.it/8OOnsL,5,,"paramount+, christmas movie, with roo",2025-02-12
2025-02-18,Moonstruck,1987,https://boxd.it/8RRy7H,3.5,,"prime video, with roo",2025-02-16
2025-02-18,The Wild Robot,2024,https://boxd.it/8S50Cp,4,,"peacock, with roo, background movie, oscar noms 2025",2025-02-17
2025-02-18,I'm Still Here,2024,https://boxd.it/8SjFmF,3.5,,"theater, amc lincoln square, laser, with justin, oscar noms 2025",2025-02-17
2025-02-19,Coach Carter,2005,https://boxd.it/8SV5jr,4.5,,"paramount+, with roo",2025-02-18
2025-02-25,Inception,2010,https://boxd.it/8WqGuP,5,,"netflix, with mom, with roo, mom slept",2025-02-23
2025-03-01,Oppenheimer,2023,https://boxd.it/8Z3W4p,5,Yes,"theater, amc lincoln square, imax 70mm, with steve, imax, rerelease",2025-02-28
2025-03-03,Jojo Rabbit,2019,https://boxd.it/902Waf,3.5,,"hulu, with roo, fell asleep",2025-03-01
2025-03-03,Emilia Pérez,2024,https://boxd.it/904sbV,,,"background movie, netflix, with roo, oscar noms 2025",2025-03-02
2025-03-05,That Awkward Moment,2014,https://boxd.it/91S2MP,3,,"prime video, kaitlyn left mid way through, with kaitlyn, with roo",2025-03-04
2025-03-08,I Care a Lot,2020,https://boxd.it/93ntAR,3.5,,"netflix, background movie",2025-03-07
2025-03-09,Mickey 17,2025,https://boxd.it/94mJrj,4.5,,"theater, with dad, amc garden state plaza, dolby, matinee",2025-03-08
2025-03-09,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/94mWiz,4,,"hulu, with mom, with roo",2025-03-08
2025-03-16,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/98zWih,,,"hulu, with mom, with roo, fell asleep",2025-03-13
2025-03-16,Blitz,2024,https://boxd.it/98zTk5,3,,"apple tv, with mom, with roo",2025-03-15
2025-03-18,The Electric State,2025,https://boxd.it/99L2XV,1.5,,"netflix, background movie",2025-03-17
2025-03-23,Adolescence,2025,https://boxd.it/9cDaDZ,,,"netflix, with roo, limited series, tv",2025-03-22
2025-03-23,Sing Sing,2023,https://boxd.it/9cDgI7,4,,"max, with roo, a24",2025-03-22
2025-03-27,Dear Evan Hansen,2021,https://boxd.it/9eIs9B,3,,"peacock, with roo, movie marathon after roo's spaying",2025-03-26
2025-03-27,Mission: Impossible III,2006,https://boxd.it/9eKtJp,,,"paramount+, with roo, movie marathon after roo's spaying",2025-03-26
2025-03-27,Catch Me If You Can,2002,https://boxd.it/9eS3d9,5,Yes,"paramount+, with roo, movie marathon after roo's spaying",2025-03-26
2025-03-28,Fast Times at Ridgemont High,1982,https://boxd.it/9fd6nt,4,,"peacock, with roo, movie marathon after roo's spaying, franks list of must watches",2025-03-27
2025-03-28,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/9fjMwp,3.5,,"paramount+, with roo, movie marathon after roo's spaying",2025-03-27
2025-04-02,Parasite,2019,https://boxd.it/9iaQUf,4,,"hulu, with roo, fell asleep, took two tries",2025-03-30
2025-04-12,Full Metal Jacket,1987,https://boxd.it/9nH17H,4,,"criterion channel, background movie, with roo",2025-04-11
2025-04-14,The Martian,2015,https://boxd.it/9p52xN,5,Yes,"max, with roo",2025-04-11
2025-04-14,A Minecraft Movie,2025,https://boxd.it/9pbyrp,2.5,,"theater, amc 34th st, dolby, with will, with farrington",2025-04-13
2025-04-18,Warfare,2025,https://boxd.it/9rf3rT,4.5,,"theater, amc 34th st, laser, a24",2025-04-17
2025-04-20,The Amateur,2025,https://boxd.it/9sriVR,3,,"theater, amc riverside, with mom, matinee, laser",2025-04-19
2025-04-21,Dune,2021,https://boxd.it/9t1OO1,4.5,Yes,"max, with mom, with roo, fell asleep, mom slept",2025-04-20
2025-04-24,Y2K,2024,https://boxd.it/9v0lSz,2,,"max, background movie, with roo, a24",2025-04-23
2025-04-27,"tick, tick... BOOM!",2021,https://boxd.it/9wRTMZ,5,Yes,"netflix, with roo",2025-04-26
2025-04-30,Sinners,2025,https://boxd.it/9ywB3j,4.5,,"theater, amc lincoln square, imax 70mm, imax, with steve, with justin",2025-04-26
2025-05-04,Knives Out,2019,https://boxd.it/9AL4eB,5,Yes,"prime video, background movie",2025-05-02
2025-05-05,Another Simple Favor,2025,https://boxd.it/9BtVH5,3,,"prime video, with kaitlyn, with roo",2025-05-04
2025-05-05,Daughters of the Dust,1991,https://boxd.it/9BJ8s3,3,,"theater, walter reade theater, lincoln center, with steve, 35mm",2025-05-04
2025-05-09,Thunderbolts*,2025,https://boxd.it/9DXyLV,3.5,,"theater, amc lincoln square, imax, with dante",2025-05-08
2025-05-16,Mission: Impossible – Rogue Nation,2015,https://boxd.it/9HB6Vl,,,"paramount+, in office, background movie",2025-05-15
2025-05-16,Interstellar,2014,https://boxd.it/9HGLEb,5,Yes,"paramount+, in office, background movie",2025-05-15
2025-05-17,Top Gun: Maverick,2022,https://boxd.it/9I66y9,5,Yes,"in office, background movie, did not finish",2025-05-15
2025-05-18,Friendship,2024,https://boxd.it/9J4TkP,3.5,,"theater, amc lincoln square, laser, with dante, with justin, with dantes friend jack, a24",2025-05-17
2025-05-29,Mission: Impossible – Fallout,2018,https://boxd.it/9PT4El,,,"paramount+, took two tries, background movie, with roo",2025-05-28
2025-05-30,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/9Qy2JF,,,"paramount+, in office, background movie, did not finish, watched recap instead",2025-05-29
2025-05-30,Mission: Impossible – The Final Reckoning,2025,https://boxd.it/9QycJ1,4,,"theater, amc 34th st, laser, with dante",2025-05-29
2025-06-01,Bride Wars,2009,https://boxd.it/9RAKtp,4,,"prime video, with kaitlyn",2025-05-31
2025-06-09,Lilo & Stitch,2025,https://boxd.it/9WCCZB,5,,"theater, amc 34th st, with kaitlyn, laser, kaitlyn sobbed, missing roo",2025-06-08
2025-06-16,Dune: Part Two,2024,https://boxd.it/a0Xrxz,5,Yes,"netflix, with mom, with roo",2025-06-14
2025-06-16,The Phoenician Scheme,2025,https://boxd.it/a0WB7f,3,,"theater, amc garden state plaza, with dad, laser, fell asleep",2025-06-15
2025-06-24,F1,2025,https://boxd.it/a6rtRr,5,,"theater, amc lincoln square, imax, 1.9:1, with steve, early screening",2025-06-23
2025-07-10,Inherent Vice,2014,https://boxd.it/ahnbod,4,,"theater, lincoln center, walter reade theater, 70mm, with steve",2025-07-09
2025-07-12,Juror #2,2024,https://boxd.it/aiLoHp,3.5,,"max, with roo",2025-07-11
2025-07-13,10 Things I Hate About You,1999,https://boxd.it/ajx35l,4,,"disney+, with kaitlyn, with roo, kaitlynreview",2025-07-12
2025-07-14,Superman,2025,https://boxd.it/akqANF,4.5,,"theater, amc lincoln square, imax, 3d, with steve, with justin",2025-07-13
2025-07-19,Eddington,2025,https://boxd.it/ao5t3T,5,,"theater, amc 34th st, laser, with dante, with justin, front row, a24",2025-07-18
2025-07-27,Oddity,2024,https://boxd.it/auDTTj,2.5,,"hulu, with will, with roo",2025-07-26
2025-07-27,The Fantastic 4: First Steps,2025,https://boxd.it/auGTJ5,3.5,,"theater, amc lincoln square, imax, with dante",2025-07-26
2025-08-04,Top Gun: Maverick,2022,https://boxd.it/aB5y2t,5,Yes,"theater, museum of the moving image, redstone theater, dolby, with steve",2025-08-03
2025-08-09,Happy Gilmore 2,2025,https://boxd.it/aEIdZJ,1.5,,"netflix, with roo, took two tries",2025-08-08
2025-08-09,Together,2025,https://boxd.it/aEZQbn,3.5,,"theater, amc 19th st, laser",2025-08-08
2025-08-10,Barbarian,2022,https://boxd.it/aFt4J7,3.5,,"netflix, with roo",2025-08-09
2025-08-10,Weapons,2025,https://boxd.it/aFU7vh,4.5,,"theater, amc 34th st, imax, with steve, with farrington",2025-08-09
2025-08-11,Captain America: Brave New World,2025,https://boxd.it/aGvfRJ,2,,"disney+, with roo, took three tries",2025-08-10
2025-08-12,The Theory of Everything,2014,https://boxd.it/aHygB3,4,,"netflix, with roo, kaitlyn watched for the last 15 min",2025-08-11
2025-08-15,Red Eye,2005,https://boxd.it/aJBdgF,3,,"netflix, gym watch, treadmill, took two tries",2025-08-14
2025-08-17,White Men Can't Jump,2023,https://boxd.it/aL9T2d,3.5,,"hulu, with kaitlyn, with tim, with roo, kaitlyn fell asleep",2025-08-16
2025-08-18,The Naked Gun,2025,https://boxd.it/aLCEDV,2.5,,"theater, amc riverside, with mom, with dad, laser, matinee",2025-08-17
2025-08-24,Freakier Friday,2025,https://boxd.it/aQ07AN,4.5,,"theater, amc lincoln square, with kaitlyn, surprise celebrity appearance, lindsey lohan sighting, laser",2025-08-22
2025-08-24,Lurker,2025,https://boxd.it/aQ8nxh,4,,"theater, amc lincoln square, with justin, laser, q&a, theodore pellerin",2025-08-23
2025-08-25,The Prestige,2006,https://boxd.it/aR5Qit,4,,"disney+, with roo",2025-08-24
2025-08-28,The Roses,2025,https://boxd.it/aT0A99,3.5,,"theater, amc 34th st, dolby, early screening",2025-08-27
2025-09-07,Dazed and Confused,1993,https://boxd.it/aZJMeT,5,Yes,"netflix, took two tries, with roo, with kaitlyn for the second half, kaitlyn slept",2025-09-06
2025-09-22,Apollo 13,1995,https://boxd.it/b8Pecx,5,Yes,"theater, amc lincoln square, imax, with steve, rerelease, 30th anniversary",2025-09-21
2025-09-29,One Battle After Another,2025,https://boxd.it/bdaZ6z,5,,"theater, imax, imax 70mm, amc lincoln square, with steve, with justin",2025-09-28
2025-10-04,The Smashing Machine,2025,https://boxd.it/bg2oKt,3.5,,"theater, amc lincoln square, director intro, laser, with steve, with justin",2025-10-03
2025-10-19,One Battle After Another,2025,https://boxd.it/bpwh4B,5,Yes,"theater, amc riverside, laser, with mom, with dad",2025-10-18
2025-10-22,Inglourious Basterds,2009,https://boxd.it/brUbyV,5,Yes,"netflix, with roo",2025-10-21
2025-10-24,The Queen's Gambit,2020,https://boxd.it/bsJ3DZ,5,Yes,"netflix, with roo",2025-10-23
2025-10-24,The Lighthouse,2019,https://boxd.it/bt1SPD,4,,"max, with roo, background movie",2025-10-23
2025-10-26,Return to Halloweentown,2006,https://boxd.it/buuHYL,1.5,Yes,"disney+, with kaitlyn, with roo, background movie",2025-10-25
2025-10-26,Hubie Halloween,2020,https://boxd.it/buuLtR,5,Yes,"netflix, with kaitlyn, with roo, background movie",2025-10-25
2025-10-27,The Devil Wears Prada,2006,https://boxd.it/buRpY5,5,Yes,"hulu, kaitlyn review, with kaitlyn, with roo, kaitlyn slept",2025-10-26
2025-11-06,Sinners,2025,https://boxd.it/bC4jkn,4.5,Yes,"theater, amc lincoln square, imax 70mm, imax, with dante",2025-11-05
2025-11-08,Fast Times at Ridgemont High,1982,https://boxd.it/bDsa3p,4,Yes,"cable, background movie, with mom, with dad, with roo",2025-11-07
2025-11-09,Nuremberg,2025,https://boxd.it/bDXhup,4,,"theater, amc wayne, laser, with mom, with dad, matinee",2025-11-08
2025-11-10,Materialists,2025,https://boxd.it/bFc1L9,3,,"max, with kaitlyn, with roo, a24",2025-11-09
2025-11-12,Stranger Than Fiction,2006,https://boxd.it/bGdtiF,4,,"background movie, with roo",2025-11-11
2025-11-12,"Say Hey, Willie Mays!",2022,https://boxd.it/bGAfyZ,4.5,,"max, with roo",2025-11-11
2025-11-13,Beautiful Boy,2018,https://boxd.it/bHfmhD,5,,"prime video, with roo, cried",2025-11-12
2025-11-14,The Running Man,2025,https://boxd.it/bHPtU5,4.5,,"theater, amc lincoln square, imax, q&a, opening night, second row",2025-11-13
2025-11-16,No Sleep 'Til Christmas,2018,https://boxd.it/bIV4ud,2,,"netflix, with roo, christmas movie",2025-11-15
2025-11-17,Hamnet,2025,https://boxd.it/bJRpVP,4,,"theater, amc lincoln square, early screening, dolby, matinee",2025-11-16
2025-11-17,Meet Me Next Christmas,2024,https://boxd.it/bJWMIJ,1.5,,"netflix, with kaitlyn, with rose, with marisa, with sydney, christmas movie",2025-11-16
2025-11-22,Rise of the Planet of the Apes,2011,https://boxd.it/bNn3WR,4,Yes,"disney+, with roo, background movie",2025-11-21
2025-11-25,Wicked,2024,https://boxd.it/bPMaFL,3.5,Yes,"prime video, with kaitlyn, with kaitlyn for 20 minutes at the start, with roo",2025-11-24
2025-11-27,Frankenstein,2025,https://boxd.it/bQXuoV,3.5,,"netflix, with mom, with roo, fell asleep, mom slept",2025-11-26
2025-11-30,Elf,2003,https://boxd.it/bSnrXz,5,Yes,cable,2025-11-29
2025-12-01,Playdate,2025,https://boxd.it/bTxxtf,1,,"prime video, with mom, with roo, background movie",2025-11-30
2025-12-02,The Martian,2015,https://boxd.it/bTYLU9,5,Yes,"netflix, with roo, with kaitlyn, took two tries",2025-12-01
2025-12-02,Champagne Problems,2025,https://boxd.it/bUmePj,3,,"netflix, with roo, with kaitlyn, kaitlyn review",2025-12-01
2025-12-03,Write Before Christmas,2019,https://boxd.it/bUVYEh,1,,"max, with kaitlyn, with roo",2025-12-02
2025-12-08,Wicked,2024,https://boxd.it/bXWJ3p,4,Yes,"paramount+, with kaitlyn, with kaitlyn for the first half, with roo",2025-12-07
2025-12-08,Falling for Christmas,2022,https://boxd.it/bY0phz,1,,"netflix, with roo, background movie",2025-12-07
2025-12-10,Catch Me If You Can,2002,https://boxd.it/bZvp4V,5,Yes,"paramount+, with roo, background movie",2025-12-09
2025-12-15,Elf,2003,https://boxd.it/c2V74d,5,Yes,"max, with kaitlyn, with roo",2025-12-14
2025-12-21,Avatar: Fire and Ash,2025,https://boxd.it/c93IKF,4,,"theater, amc lincoln square, imax, 3d, with justin",2025-12-20
2025-12-23,Marty Supreme,2025,https://boxd.it/caYaU5,5,,"theater, amc lincoln square, 70mm, early screening, with kaitlyn, a24",2025-12-21
2025-12-24,Home Alone,1990,https://boxd.it/cbUkUP,5,Yes,"disney+, with kaitlyn, with roo, background movie",2025-12-21
2025-12-25,"Definitely, Maybe",2008,https://boxd.it/cd77Kx,3.5,,"cable, with mom, with roo",2025-12-24
2025-12-28,Hit Man,2023,https://boxd.it/ch4Bup,4,Yes,"netflix, with mom, with roo",2025-12-27
2025-12-29,Jay Kelly,2025,https://boxd.it/cilvbp,4,,"netflix, with mom, with roo",2025-12-28
2025-12-30,Limitless,2011,https://boxd.it/cjwl9T,4.5,Yes,"netflix, with mom, with roo",2025-12-29
2025-12-31,Wake Up Dead Man,2025,https://boxd.it/ckN1qt,3.5,,"netflix, kaitlyn review, with kaitlyn, with mom, with roo",2025-12-30
2026-01-01,Knives Out,2019,https://boxd.it/clOISr,5,Yes,"netflix, with mom, with roo, background movie",2025-12-31
2026-01-02,The Mauritanian,2021,https://boxd.it/cnfkzN,4,,"netflix, with mom, with roo",2026-01-01
2026-01-04,Is This Thing On?,2025,https://boxd.it/cqTBA1,4.5,,"theater, amc lincoln square, laser, with dante, early screening",2026-01-03
2026-01-14,No Other Choice,2025,https://boxd.it/cCYAz5,4,,"theater, amc 19th st, laser",2026-01-13
2026-01-17,Bugonia,2025,https://boxd.it/cFyW8v,3.5,,"peacock, with roo",2026-01-16
2026-01-19,The Secret Agent,2025,https://boxd.it/cHYOZV,4.5,,"theater, lincoln center, howard gilman theater, with steve, matinee",2026-01-18
2026-01-21,All Her Fault,2025,https://boxd.it/cKonUJ,4,,"peacock, with kaitlyn, with roo",2026-01-18
2026-01-22,The Sandlot,1993,https://boxd.it/cKKmNh,5,Yes,"netflix, in office, background movie",2026-01-19
2026-01-22,Punch-Drunk Love,2002,https://boxd.it/cLlDbj,4,,"steve's apartment, blu ray, with steve, with dante, with justin, the shelf",2026-01-21
2026-01-24,Train Dreams,2025,https://boxd.it/cNaO6F,4.5,,"netflix, with roo, oscar noms 2026 marathon",2026-01-23
2026-01-26,Skyscraper Live,2026,https://boxd.it/cPuFnb,4,,netflix,2026-01-25
2026-01-26,Black Phone 2,2025,https://boxd.it/cPPSUp,2.5,,"peacock, with kaitlyn, with roo, kaitlyn review",2026-01-25
2026-01-27,Free Solo,2018,https://boxd.it/cQvc5N,4.5,,"netflix, background movie",2026-01-26
2026-01-29,Sinners,2025,https://boxd.it/cSSrJn,4.5,Yes,"max, with kaitlyn, with roo",2026-01-28
2026-01-30,The Rip,2026,https://boxd.it/cTBl3v,3,,"netflix, watched in four parts",2026-01-29
2026-01-30,The Great Gatsby,2013,https://boxd.it/cTK57f,4.5,Yes,"prime video, with roo",2026-01-29
2026-02-01,The Perfect Neighbor,2025,https://boxd.it/cVgxeB,4,,"netflix, documentary, oscar noms 2026 marathon",2026-01-30
2026-02-01,Send Help,2026,https://boxd.it/cVqQGT,4,,"theater, amc lincoln square, dolby",2026-01-31
2026-02-01,Memento,2000,https://boxd.it/cVKyWT,4.5,,"peacock, with roo",2026-01-31
2026-02-02,Sinners,2025,https://boxd.it/cWw03B,5,Yes,"theater, amc lincoln square, imax 70mm, imax",2026-02-01
2026-02-02,Jurassic World Rebirth,2025,https://boxd.it/cWPmSz,2,,"peacock, with roo, watched in two parts",2026-02-01
